"Story","Title","Result","Date","Stability","Duration (s)"
"App","Escoger la fecha y hora de nacimiento","SUCCESS","2024-03-20T18:38:37.2713819-05:00[America/Bogota]","0.0","87.87"
"App","Llenar los campos de la primera parte de formulario y validar","SUCCESS","2024-03-26T20:05:40.6884368-05:00[America/Bogota]","0.0","61.45"
"App","Llenar los campos de texto de la segunda parte y validar","SUCCESS","2024-03-28T11:14:46.0201244-05:00[America/Bogota]","0.0","62.54"
