"Story","Title","Result","Date","Stability","Duration (s)"
"App","Activar la notificacion","SUCCESS","2024-03-04T17:27:12.8188462-05:00[America/Bogota]","0.0","32.69"
"App","Escoger la fecha y hora de nacimiento","SUCCESS","2024-03-04T17:46:41.6571747-05:00[America/Bogota]","0.0","43.43"
