"Story","Title","Result","Date","Stability","Duration (s)"
"App","Aprobar con el botón","PENDING","2024-02-26T13:44:22.417903-05:00[America/Bogota]","0.0","0.2"
"App","Aprobar con el boton","SUCCESS","2024-02-26T16:22:38.6406636-05:00[America/Bogota]","0.0","31.03"
